DonorId,FiscalYear,PaidAmt,PledgeAmt,PledgePaidDate,PooledFundId
162,2016,7265742,0,03-2016,80
162,2016,2421920,0,03-2016,91
162,2016,1210960,0,03-2016,108
162,2016,4843840,0,03-2016,105
163,2016,1015228,0,03-2016,36
183,2016,11318571,0,03-2016,105
22,2016,4435023,0,04-2016,18
22,2016,5543779,0,04-2016,27
22,2016,5918827,0,04-2016,51
22,2016,6482525,0,04-2016,55
22,2016,6482525,0,04-2016,91
22,2016,5777903,0,04-2016,108
22,2016,2818489,0,04-2016,73
35,2016,390228,0,04-2016,18
35,2016,782350,0,04-2016,88
35,2016,3810104,0,04-2016,105
67,2016,1122900,0,04-2016,1
67,2016,1122900,0,04-2016,18
67,2016,2254791,0,04-2016,36
67,2016,5636978,0,04-2016,49
67,2016,1691093,0,04-2016,55
67,2016,2245800,0,04-2016,87
67,2016,2245800,0,04-2016,88
67,2016,1122900,0,04-2016,80
67,2016,1691093,0,04-2016,91
67,2016,2254791,0,04-2016,108
67,2016,3382187,0,04-2016,105
67,2016,1698754,0,04-2016,73
109,2016,284250,0,04-2016,91
124,2016,6810000,0,04-2016,1
124,2016,6825000,0,04-2016,80
124,2016,11273957,0,04-2016,105
183,2016,17848484,0,04-2016,36
183,2016,2840909,0,04-2016,74
183,2016,9463350,0,04-2016,80
13,2016,5848785,0,05-2016,1
13,2016,1101920,0,05-2016,67
109,2016,279475,0,05-2016,18
109,2016,285550,0,05-2016,27
109,2016,279475,0,05-2016,88
124,2016,6802721,0,05-2016,49
124,2016,6795600,0,05-2016,88
129,2016,3684734,0,05-2016,88
163,2016,1509813,0,05-2016,87
86,2016,1127395,0,06-2016,108
86,2016,2254791,0,06-2016,105
98,2016,500000,0,06-2016,36
129,2016,2345313,0,06-2016,1
183,2016,2857142,0,06-2016,51
183,2016,3571428,0,06-2016,67
183,2016,3571428,0,06-2016,91
183,2016,11428571,0,06-2016,108
13,2016,1491997,0,07-2016,87
13,2016,2237996,0,07-2016,88
52,2016,1493988,0,07-2016,36
52,2016,2987977,0,07-2016,91
52,2016,3716153,0,07-2016,108
80,2016,200000,0,07-2016,91
124,2016,6625200,0,07-2016,27
124,2016,1109877,0,07-2016,51
124,2016,2219755,0,07-2016,55
124,2016,6659267,0,07-2016,91
124,2016,11098779,0,07-2016,108
129,2016,2820179,0,07-2016,91
129,2016,2937686,0,07-2016,108
141,2016,5000000,0,07-2016,108
162,2016,577883,0,07-2016,49
162,2016,1155767,0,07-2016,91
162,2016,1040190,0,07-2016,105
163,2016,306435,0,07-2016,22
13,2016,1518213,0,08-2016,49
67,2016,5549389,0,08-2016,49
67,2016,7769145,0,08-2016,105
124,2016,4451200,0,08-2016,18
162,2016,832534,0,08-2016,1
162,2016,1427214,0,08-2016,18
162,2016,1784022,0,08-2016,27
162,2016,1189342,0,08-2016,87
162,2016,1189342,0,08-2016,88
162,2016,1189342,0,08-2016,80
163,2016,1024380,0,08-2016,88
183,2016,4624200,0,08-2016,18
183,2016,5257900,0,08-2016,27
183,2016,25940337,0,08-2016,49
183,2016,19528500,0,08-2016,88
183,2016,3938100,0,08-2016,80
184,2016,3000000,0,08-2016,36
86,2016,1672240,0,09-2016,49
129,2016,2464419,0,09-2016,88
129,2016,2405002,0,09-2016,80
162,2016,1154850,0,09-2016,49
183,2016,12323400,0,09-2016,1
183,2016,39318479,0,09-2016,105
184,2016,2000000,0,09-2016,36
22,2016,3311258,0,10-2016,49
93,2016,603658,0,10-2016,91
129,2016,1226652,0,10-2016,1
158,2016,560538,0,10-2016,22
158,2016,1121076,0,10-2016,91
158,2016,560538,0,10-2016,108
158,2016,560538,0,10-2016,105
158,2016,560538,0,10-2016,73
163,2016,616332,0,10-2016,18
163,2016,2024291,0,10-2016,105
183,2016,9756097,0,10-2016,49
183,2016,2600780,0,10-2016,108
184,2016,1700000,0,10-2016,36
184,2016,5000000,0,10-2016,49
35,2016,374930,0,11-2016,49
67,2016,2173913,0,11-2016,91
67,2016,1086956,0,11-2016,108
111,2016,50000,0,11-2016,91
124,2016,4673913,0,11-2016,49
162,2016,1586376,0,11-2016,27
163,2016,1521298,0,11-2016,91
163,2016,1014198,0,11-2016,108
163,2016,909204,0,11-2016,73
183,2016,14956440,0,11-2016,27
183,2016,6231850,0,11-2016,80
183,2016,3156565,0,11-2016,108
163,2016,508130,0,12-2015,73
183,2016,9036144,0,12-2015,36
49,2016,10615,0,12-2016,49
67,2016,7943975,0,12-2016,1
67,2016,3156000,0,12-2016,18
67,2016,4798441,0,12-2016,49
67,2016,5307855,0,12-2016,108
67,2016,3715498,0,12-2016,105
86,2016,1932059,0,12-2016,36
86,2016,1061571,0,12-2016,49
86,2016,1592356,0,12-2016,51
86,2016,1061571,0,12-2016,55
86,2016,1061571,0,12-2016,108
86,2016,2123142,0,12-2016,105
86,2016,212314,0,12-2016,73
98,2016,1000000,0,12-2016,88
98,2016,300000,0,12-2016,105
124,2016,2441613,0,12-2016,91
129,2016,4338306,0,12-2016,49
129,2016,1982553,0,12-2016,88
129,2016,2786075,0,12-2016,91
129,2016,1741296,0,12-2016,108
129,2016,706515,0,12-2016,73
162,2016,2171761,0,12-2016,1
162,2016,1085871,0,12-2016,18
162,2016,2168143,0,12-2016,87
162,2016,1628816,0,12-2016,88
162,2016,868693,0,12-2016,80
162,2016,2714724,0,12-2016,108
162,2016,2171779,0,12-2016,105
162,2016,2171779,0,12-2016,73
163,2016,399965,0,12-2016,1
163,2016,641025,0,12-2016,36
163,2016,493096,0,12-2016,67
163,2016,496228,0,12-2016,80
183,2016,9309000,0,12-2016,1
183,2016,622000,0,12-2016,18
183,2016,13656250,0,12-2016,36
183,2016,14375000,0,12-2016,49
183,2016,562500,0,12-2016,67
183,2016,6321500,0,12-2016,87
183,2016,5000000,0,12-2016,91
183,2016,2500000,0,12-2016,105
80,2017,220000,0,01-2017,91
52,2017,3207530,0,01-2018,55
52,2017,4811137,0,01-2018,91
52,2017,1603765,0,01-2018,108
80,2017,150000,0,01-2018,73
158,2017,597371,0,01-2018,72
158,2017,716845,0,01-2018,105
183,2017,6729475,0,01-2018,36
13,2017,6103184,0,02-2017,1
13,2017,3830984,0,02-2017,87
13,2017,3814484,0,02-2017,88
67,2017,2109800,0,02-2017,87
162,2017,6558957,0,02-2017,1
162,2017,1121189,0,02-2017,18
162,2017,560594,0,02-2017,22
162,2017,5605946,0,02-2017,27
162,2017,1681784,0,02-2017,36
162,2017,2018141,0,02-2017,49
162,2017,1121189,0,02-2017,51
162,2017,1121189,0,02-2017,55
162,2017,1233308,0,02-2017,67
162,2017,4484759,0,02-2017,74
162,2017,2802973,0,02-2017,87
162,2017,4260519,0,02-2017,88
162,2017,6502897,0,02-2017,80
162,2017,5045354,0,02-2017,105
162,2017,560594,0,02-2017,73
22,2017,3201707,0,03-2017,49
64,2017,1067235,0,03-2017,108
86,2017,1600853,0,03-2017,51
86,2017,1600853,0,03-2017,55
124,2017,5336179,0,03-2017,49
124,2017,4252000,0,03-2017,87
124,2017,5336179,0,03-2017,91
124,2017,5336179,0,03-2017,108
124,2017,5336179,0,03-2017,105
159,2017,1250,0,03-2017,72
159,2017,1250,0,03-2017,87
159,2017,1250,0,03-2017,88
159,2017,1250,0,03-2017,105
162,2017,3868129,0,03-2017,72
162,2017,4394341,0,03-2017,87
163,2017,984930,0,03-2017,88
163,2017,993048,0,03-2017,91
163,2017,993048,0,03-2017,108
35,2017,3751266,0,04-2017,105
67,2017,1068000,0,04-2017,18
67,2017,1061571,0,04-2017,36
86,2017,3194392,0,04-2017,87
86,2017,3194392,0,04-2017,88
86,2017,3194392,0,04-2017,80
109,2017,266125,0,04-2017,18
109,2017,266125,0,04-2017,27
109,2017,265392,0,04-2017,67
109,2017,266125,0,04-2017,88
109,2017,265392,0,04-2017,91
114,2017,21482,0,04-2017,72
129,2017,2930448,0,04-2017,87
129,2017,6997166,0,04-2017,88
163,2017,1994415,0,04-2017,87
183,2017,3200875,0,04-2017,18
183,2017,2490660,0,04-2017,74
183,2017,22415940,0,04-2017,105
184,2017,6000000,0,04-2017,36
35,2017,369691,0,05-2017,49
64,2017,3257328,0,05-2017,108
67,2017,5428881,0,05-2017,72
67,2017,2166200,0,05-2017,88
67,2017,1082100,0,05-2017,80
67,2017,2171552,0,05-2017,91
67,2017,3257328,0,05-2017,105
67,2017,1628664,0,05-2017,73
80,2017,200000,0,05-2017,55
86,2017,3296076,0,05-2017,18
86,2017,3296076,0,05-2017,27
86,2017,1319880,0,05-2017,36
86,2017,2171552,0,05-2017,49
86,2017,4343105,0,05-2017,105
108,2017,21715,0,05-2017,105
129,2017,2109293,0,05-2017,1
129,2017,1770240,0,05-2017,72
129,2017,3540480,0,05-2017,105
129,2017,511064,0,05-2017,73
183,2017,12886597,0,05-2017,49
4,2017,24982,0,06-2017,72
4,2017,24982,0,06-2017,105
13,2017,2258696,0,06-2017,67
13,2017,1520184,0,06-2017,88
15,2017,12500,0,06-2017,72
15,2017,12500,0,06-2017,87
15,2017,12500,0,06-2017,88
15,2017,12500,0,06-2017,105
35,2017,377674,0,06-2017,18
35,2017,374939,0,06-2017,67
49,2017,11200,0,06-2017,105
67,2017,5599104,0,06-2017,49
98,2017,1000000,0,06-2017,72
98,2017,300000,0,06-2017,87
98,2017,1000000,0,06-2017,88
98,2017,1500000,0,06-2017,105
162,2017,1724545,0,06-2017,27
162,2017,8043701,0,06-2017,72
162,2017,4023938,0,06-2017,88
163,2017,533880,0,06-2017,36
163,2017,2053388,0,06-2017,105
172,2017,500000,0,06-2017,73
183,2017,11630154,0,06-2017,36
183,2017,3221649,0,06-2017,67
183,2017,6443298,0,06-2017,108
35,2017,309209,0,07-2017,87
35,2017,386512,0,07-2017,88
67,2017,1163500,0,07-2017,27
67,2017,16609783,0,07-2017,36
67,2017,10576485,0,07-2017,87
67,2017,10981050,0,07-2017,88
67,2017,28065984,0,07-2017,105
86,2017,2275312,0,07-2017,72
109,2017,284414,0,07-2017,72
129,2017,1566735,0,07-2017,87
129,2017,1254657,0,07-2017,80
129,2017,3771236,0,07-2017,91
129,2017,2933183,0,07-2017,108
162,2017,1804738,0,07-2017,1
162,2017,1203018,0,07-2017,87
162,2017,1203018,0,07-2017,80
162,2017,840363,0,07-2017,91
162,2017,840363,0,07-2017,108
162,2017,1200519,0,07-2017,73
163,2017,199965,0,07-2017,1
163,2017,521702,0,07-2017,18
183,2017,13035500,0,07-2017,88
183,2017,5817600,0,07-2017,80
4,2017,25000,0,08-2017,87
4,2017,24965,0,08-2017,88
22,2017,1796400,0,08-2017,18
22,2017,3592800,0,08-2017,27
22,2017,4790400,0,08-2017,88
67,2017,1180637,0,08-2017,36
67,2017,5903187,0,08-2017,49
86,2017,1764705,0,08-2017,108
98,2017,500000,0,08-2017,36
114,2017,117647,0,08-2017,105
114,2017,35294,0,08-2017,73
124,2017,3519900,0,08-2017,27
158,2017,588235,0,08-2017,22
158,2017,1176470,0,08-2017,91
158,2017,823529,0,08-2017,73
163,2017,1036914,0,08-2017,18
163,2017,518081,0,08-2017,80
183,2017,3933750,0,08-2017,18
183,2017,28671428,0,08-2017,105
184,2017,7500000,0,08-2017,36
52,2017,4773853,0,09-2017,105
93,2017,646830,0,09-2017,91
124,2017,1201923,0,09-2017,49
124,2017,4807692,0,09-2017,72
124,2017,600961,0,09-2017,108
162,2017,2518512,0,09-2017,27
163,2017,1057082,0,09-2017,36
163,2017,778816,0,09-2017,87
183,2017,8032980,0,09-2017,1
183,2017,6694150,0,09-2017,27
183,2017,3201811,0,09-2017,36
183,2017,2587322,0,09-2017,51
183,2017,1293661,0,09-2017,91
183,2017,6468305,0,09-2017,108
184,2017,16000000,0,09-2017,36
184,2017,5000000,0,09-2017,105
13,2017,3524840,0,10-2017,87
13,2017,2349893,0,10-2017,88
22,2017,3537735,0,10-2017,49
22,2017,1768867,0,10-2017,51
22,2017,1768867,0,10-2017,55
22,2017,2358490,0,10-2017,72
22,2017,8549528,0,10-2017,91
22,2017,8549528,0,10-2017,108
22,2017,4716981,0,10-2017,105
22,2017,2830188,0,10-2017,73
35,2017,775088,0,10-2017,72
35,2017,919702,0,10-2017,105
52,2017,4768187,0,10-2017,72
52,2017,3171582,0,10-2017,87
52,2017,4757373,0,10-2017,88
52,2017,4827174,0,10-2017,105
86,2017,2358490,0,10-2017,36
88,2017,589622,0,10-2017,73
98,2017,1000000,0,10-2017,108
162,2017,4214679,0,10-2017,27
163,2017,205761,0,10-2017,22
163,2017,205761,0,10-2017,67
35,2017,548116,0,11-2017,87
35,2017,548116,0,11-2017,88
67,2017,34843205,0,11-2017,49
67,2017,580720,0,11-2017,73
98,2017,5899513,0,11-2017,1
124,2017,2903600,0,11-2017,105
129,2017,969979,0,11-2017,27
162,2017,3578345,0,11-2017,36
162,2017,596391,0,11-2017,51
162,2017,596391,0,11-2017,55
162,2017,1192781,0,11-2017,91
162,2017,1192781,0,11-2017,108
163,2017,1001001,0,11-2017,72
163,2017,749775,0,11-2017,88
183,2017,15040850,0,11-2017,80
162,2017,2157479,0,12-2016,91
162,2017,2157479,0,12-2016,108
49,2017,11848,0,12-2017,49
64,2017,592417,0,12-2017,55
64,2017,1184834,0,12-2017,108
67,2017,4704800,0,12-2017,18
67,2017,7057200,0,12-2017,27
67,2017,2369668,0,12-2017,51
67,2017,3554502,0,12-2017,55
67,2017,4739336,0,12-2017,72
67,2017,11848341,0,12-2017,108
67,2017,35545023,0,12-2017,105
86,2017,292694,0,12-2017,18
86,2017,585388,0,12-2017,27
86,2017,292694,0,12-2017,80
86,2017,1481042,0,12-2017,105
86,2017,355450,0,12-2017,73
98,2017,700000,0,12-2017,80
124,2017,2954500,0,12-2017,18
124,2017,1177600,0,12-2017,87
129,2017,1812643,0,12-2017,27
129,2017,1197036,0,12-2017,36
129,2017,1197185,0,12-2017,72
129,2017,2987710,0,12-2017,88
129,2017,2034962,0,12-2017,91
129,2017,1795554,0,12-2017,108
129,2017,1556341,0,12-2017,105
162,2017,1770401,0,12-2017,18
162,2017,2950669,0,12-2017,27
162,2017,3553187,0,12-2017,105
163,2017,508130,0,12-2017,36
163,2017,711382,0,12-2017,72
163,2017,648101,0,12-2017,80
163,2017,1422764,0,12-2017,105
180,2017,470,0,12-2017,22
180,2017,950,0,12-2017,36
180,2017,258,0,12-2017,49
180,2017,78,0,12-2017,55
180,2017,2213,0,12-2017,67
180,2017,7751,0,12-2017,72
180,2017,887,0,12-2017,74
180,2017,98421,0,12-2017,91
180,2017,86532,0,12-2017,105
180,2017,4287,0,12-2017,73
183,2017,8043300,0,12-2017,1
183,2017,24037200,0,12-2017,27
183,2017,8335570,0,12-2017,49
183,2017,4026000,0,12-2017,87
183,2017,9347800,0,12-2017,88
35,2018,920802,0,01-2018,105
52,2018,3230495,0,01-2018,18
52,2018,4038119,0,01-2018,80
136,2018,119474,0,01-2018,105
52,2018,2306940,0,01-2019,49
52,2018,3844850,0,01-2019,105
183,2018,5941845,0,01-2019,49
183,2018,12642225,0,01-2019,108
35,2018,796137,0,02-2018,87
35,2018,159227,0,02-2018,88
114,2018,31055,0,02-2018,67
162,2018,7410511,0,02-2018,1
162,2018,1482102,0,02-2018,18
162,2018,9880682,0,02-2018,27
162,2018,4419078,0,02-2018,36
162,2018,1893890,0,02-2018,49
162,2018,2525187,0,02-2018,51
162,2018,1893890,0,02-2018,55
162,2018,1262593,0,02-2018,67
162,2018,2525187,0,02-2018,72
162,2018,2903966,0,02-2018,74
162,2018,4322798,0,02-2018,87
162,2018,5928409,0,02-2018,88
162,2018,7039986,0,02-2018,80
162,2018,2525187,0,02-2018,91
162,2018,3156484,0,02-2018,108
162,2018,6312969,0,02-2018,105
162,2018,1893890,0,02-2018,73
52,2018,3053860,0,02-2019,36
183,2018,2777777,0,03-2018,74
100,2018,100000,0,03-2019,91
13,2018,2326184,0,04-2018,87
22,2018,1848900,0,04-2018,18
22,2018,3697800,0,04-2018,27
22,2018,3703703,0,04-2018,49
22,2018,1851851,0,04-2018,51
22,2018,1851851,0,04-2018,55
22,2018,2469135,0,04-2018,72
22,2018,4930400,0,04-2018,88
22,2018,8950617,0,04-2018,91
22,2018,8950617,0,04-2018,108
22,2018,4938271,0,04-2018,105
22,2018,2962962,0,04-2018,73
35,2018,1592737,0,04-2018,27
52,2018,4120041,0,04-2018,87
52,2018,5818400,0,04-2018,105
80,2018,251990,0,04-2018,55
80,2018,251990,0,04-2018,91
86,2018,3675576,0,04-2018,27
86,2018,3370370,0,04-2018,36
86,2018,2469135,0,04-2018,49
86,2018,1851851,0,04-2018,51
86,2018,3635376,0,04-2018,87
86,2018,3635376,0,04-2018,88
86,2018,3635376,0,04-2018,80
86,2018,3086419,0,04-2018,108
86,2018,4938271,0,04-2018,105
93,2018,705218,0,04-2018,91
108,2018,24691,0,04-2018,105
109,2018,370535,0,04-2018,18
109,2018,370535,0,04-2018,27
109,2018,370370,0,04-2018,49
109,2018,370370,0,04-2018,67
109,2018,370370,0,04-2018,72
109,2018,370535,0,04-2018,88
109,2018,370370,0,04-2018,91
109,2018,370370,0,04-2018,105
119,2018,12345,0,04-2018,105
129,2018,3081664,0,04-2018,87
134,2018,10000,0,04-2018,105
141,2018,999991,0,04-2018,49
141,2018,499995,0,04-2018,55
141,2018,499995,0,04-2018,91
141,2018,472899,0,04-2018,105
148,2018,25000000,0,04-2018,105
163,2018,1029018,0,04-2018,87
181,2018,25000000,0,04-2018,105
183,2018,2832400,0,04-2018,18
9,2018,5636,0,04-2019,105
35,2018,771724,0,05-2018,18
35,2018,582433,0,05-2018,67
35,2018,77454,0,05-2018,72
35,2018,388289,0,05-2018,74
35,2018,463034,0,05-2018,88
35,2018,3918972,0,05-2018,105
52,2018,4040857,0,05-2018,91
52,2018,4040857,0,05-2018,108
67,2018,1207729,0,05-2018,73
86,2018,3580776,0,05-2018,18
86,2018,2415458,0,05-2018,55
111,2018,100000,0,05-2018,49
124,2018,6038647,0,05-2018,91
124,2018,8454106,0,05-2018,108
124,2018,13285024,0,05-2018,105
162,2018,571252,0,05-2018,73
163,2018,202020,0,05-2018,67
163,2018,1010101,0,05-2018,73
183,2018,9641873,0,05-2018,36
13,2018,764291,0,06-2018,1
13,2018,2287436,0,06-2018,67
13,2018,700336,0,06-2018,87
13,2018,2580188,0,06-2018,88
13,2018,7466117,0,06-2018,73
35,2018,770831,0,06-2018,87
49,2018,35377,0,06-2018,105
64,2018,2358490,0,06-2018,108
67,2018,2358490,0,06-2018,108
80,2018,239165,0,06-2018,72
80,2018,239165,0,06-2018,73
124,2018,8250200,0,06-2018,27
124,2018,8254716,0,06-2018,49
124,2018,8254716,0,06-2018,72
125,2018,686598,0,06-2018,67
129,2018,1110740,0,06-2018,27
129,2018,1861107,0,06-2018,72
129,2018,1228108,0,06-2018,87
129,2018,1234680,0,06-2018,80
129,2018,3970362,0,06-2018,91
129,2018,3349992,0,06-2018,108
129,2018,2481476,0,06-2018,105
129,2018,1861107,0,06-2018,73
141,2018,999960,0,06-2018,1
158,2018,1179245,0,06-2018,91
158,2018,589622,0,06-2018,105
158,2018,707547,0,06-2018,73
163,2018,1518218,0,06-2018,72
163,2018,1015228,0,06-2018,91
163,2018,1522842,0,06-2018,108
163,2018,3045685,0,06-2018,105
183,2018,7940700,0,06-2018,1
183,2018,3342245,0,06-2018,67
183,2018,2646200,0,06-2018,87
183,2018,20053475,0,06-2018,105
67,2018,1157407,0,07-2018,108
86,2018,1736111,0,07-2018,36
100,2018,5000000,0,07-2018,105
114,2018,34722,0,07-2018,105
124,2018,4697600,0,07-2018,87
129,2018,977344,0,07-2018,27
129,2018,4604665,0,07-2018,88
162,2018,1668305,0,07-2018,1
162,2018,2255740,0,07-2018,36
162,2018,789509,0,07-2018,51
162,2018,2255732,0,07-2018,87
162,2018,3559054,0,07-2018,88
162,2018,676722,0,07-2018,91
162,2018,789509,0,07-2018,108
163,2018,399965,0,07-2018,1
163,2018,501504,0,07-2018,55
163,2018,1003009,0,07-2018,73
183,2018,8536450,0,07-2018,88
183,2018,6514500,0,07-2018,80
184,2018,14750000,0,07-2018,36
35,2018,381401,0,08-2018,49
35,2018,3090379,0,08-2018,91
35,2018,772594,0,08-2018,108
67,2018,12571428,0,08-2018,36
67,2018,10285714,0,08-2018,105
86,2018,2285714,0,08-2018,72
88,2018,585480,0,08-2018,51
124,2018,9058400,0,08-2018,88
162,2018,2279938,0,08-2018,27
163,2018,1511182,0,08-2018,18
163,2018,1006036,0,08-2018,36
180,2018,2339,0,08-2018,1
180,2018,10823,0,08-2018,18
180,2018,887,0,08-2018,27
180,2018,100158,0,08-2018,87
180,2018,142709,0,08-2018,88
180,2018,3491,0,08-2018,80
183,2018,5522490,0,08-2018,18
183,2018,6436900,0,08-2018,27
183,2018,10512483,0,08-2018,36
183,2018,6436900,0,08-2018,80
183,2018,1278772,0,08-2018,91
183,2018,19181585,0,08-2018,108
22,2018,1752750,0,09-2018,27
67,2018,2331002,0,09-2018,73
86,2018,1167476,0,09-2018,88
129,2018,2163811,0,09-2018,1
183,2018,1300390,0,09-2018,74
184,2018,10000000,0,09-2018,49
184,2018,4250000,0,09-2018,67
184,2018,5000000,0,09-2018,105
35,2018,191528,0,10-2018,67
64,2018,3508771,0,10-2018,108
67,2018,2312138,0,10-2018,36
67,2018,9221600,0,10-2018,88
67,2018,10526315,0,10-2018,108
124,2018,5847953,0,10-2018,108
129,2018,1203103,0,10-2018,91
129,2018,2526516,0,10-2018,108
129,2018,1838724,0,10-2018,105
129,2018,1225816,0,10-2018,73
162,2018,3117263,0,10-2018,1
162,2018,1110990,0,10-2018,73
163,2018,505561,0,10-2018,36
163,2018,500454,0,10-2018,87
163,2018,1010407,0,10-2018,88
183,2018,11228533,0,10-2018,49
183,2018,10368000,0,10-2018,80
183,2018,6570302,0,10-2018,108
163,2018,1001001,0,11-2017,73
67,2018,568106,0,11-2018,1
67,2018,6223800,0,11-2018,18
67,2018,9633050,0,11-2018,27
67,2018,9318181,0,11-2018,49
67,2018,1136363,0,11-2018,67
67,2018,6590909,0,11-2018,72
67,2018,13635600,0,11-2018,87
67,2018,3960600,0,11-2018,88
67,2018,4557200,0,11-2018,80
67,2018,2386363,0,11-2018,73
86,2018,3863636,0,11-2018,36
88,2018,568181,0,11-2018,73
124,2018,5681818,0,11-2018,105
162,2018,3805682,0,11-2018,105
163,2018,994332,0,11-2018,80
163,2018,498504,0,11-2018,105
183,2018,16071250,0,11-2018,1
183,2018,4464285,0,11-2018,36
183,2018,8309600,0,11-2018,88
183,2018,6377551,0,11-2018,108
183,2018,19132653,0,11-2018,105
44,2018,50000,0,12-2018,105
49,2018,11376,0,12-2018,49
52,2018,3032002,0,12-2018,1
52,2018,3043769,0,12-2018,88
64,2018,364050,0,12-2018,55
64,2018,455062,0,12-2018,105
67,2018,9903027,0,12-2018,27
67,2018,2844141,0,12-2018,51
67,2018,2844141,0,12-2018,55
67,2018,7913500,0,12-2018,88
67,2018,8532423,0,12-2018,108
67,2018,33560864,0,12-2018,105
86,2018,1137656,0,12-2018,105
86,2018,341296,0,12-2018,73
88,2018,1706484,0,12-2018,108
98,2018,1000000,0,12-2018,1
98,2018,200000,0,12-2018,18
98,2018,500000,0,12-2018,27
98,2018,300000,0,12-2018,36
98,2018,1000000,0,12-2018,72
98,2018,500000,0,12-2018,87
98,2018,800000,0,12-2018,88
98,2018,1000000,0,12-2018,105
124,2018,3413700,0,12-2018,88
129,2018,929855,0,12-2018,72
129,2018,921035,0,12-2018,87
129,2018,5313456,0,12-2018,88
129,2018,4088048,0,12-2018,73
136,2018,45662,0,12-2018,105
162,2018,3204240,0,12-2018,87
163,2018,719965,0,12-2018,1
163,2018,800328,0,12-2018,88
163,2018,1004016,0,12-2018,108
183,2018,30081918,0,12-2018,27
183,2018,893997,0,12-2018,36
183,2018,3795780,0,12-2018,87
13,2019,3593985,0,01-2019,1
35,2019,376049,0,01-2019,1
52,2019,3043167,0,01-2019,18
52,2019,3043167,0,01-2019,87
52,2019,3815570,0,01-2019,88
158,2019,287026,0,01-2019,72
163,2019,599965,0,01-2019,1
91,2019,400000,0,01-2020,91
13,2019,3549492,0,02-2019,87
13,2019,2839592,0,02-2019,88
67,2019,10273972,0,02-2019,108
93,2019,129966,0,02-2019,18
162,2019,6526275,0,02-2019,1
162,2019,1631568,0,02-2019,18
162,2019,8701700,0,02-2019,27
162,2019,3263137,0,02-2019,87
162,2019,5438562,0,02-2019,88
162,2019,6526275,0,02-2019,80
52,2019,2204320,0,02-2020,73
88,2019,551267,0,02-2020,36
52,2019,1517344,0,03-2019,55
52,2019,5310669,0,03-2019,91
52,2019,5319158,0,03-2019,105
61,2019,56882,0,03-2019,98
67,2019,1137656,0,03-2019,49
67,2019,6825938,0,03-2019,72
86,2019,3366576,0,03-2019,18
86,2019,1137656,0,03-2019,49
86,2019,3378576,0,03-2019,87
86,2019,4504776,0,03-2019,88
86,2019,3378576,0,03-2019,80
86,2019,5688282,0,03-2019,105
108,2019,22753,0,03-2019,105
117,2019,113765,0,03-2019,105
129,2019,1744053,0,03-2019,72
141,2019,999994,0,03-2019,49
141,2019,499997,0,03-2019,55
141,2019,999994,0,03-2019,91
162,2019,5082947,0,03-2019,36
162,2019,1514069,0,03-2019,49
162,2019,1081478,0,03-2019,51
162,2019,1622217,0,03-2019,55
162,2019,865182,0,03-2019,67
162,2019,2217030,0,03-2019,72
162,2019,2487399,0,03-2019,74
162,2019,2162956,0,03-2019,91
162,2019,2162956,0,03-2019,108
162,2019,1077483,0,03-2019,98
162,2019,8111086,0,03-2019,105
162,2019,2162956,0,03-2019,73
183,2019,6602650,0,03-2019,80
184,2019,3000000,0,03-2019,80
13,2019,2144009,0,04-2019,67
35,2019,2850712,0,04-2019,27
35,2019,745291,0,04-2019,36
35,2019,2809521,0,04-2019,91
35,2019,936507,0,04-2019,108
35,2019,5250119,0,04-2019,105
52,2019,3744245,0,04-2019,108
67,2019,1125210,0,04-2019,1
67,2019,11273957,0,04-2019,36
67,2019,11252100,0,04-2019,87
67,2019,16835016,0,04-2019,105
86,2019,561167,0,04-2019,51
86,2019,2244668,0,04-2019,55
